Date,Name,Position,Seniority,Location,Studio,Client Tag,Project Tag,Team Name,Engagement,Leader Name,Engagement Group
2023-02-03,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.63,Miguel Sandoval,4
2023-02-07,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.12,Miguel Sandoval,3
2023-02-08,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.58,Miguel Sandoval,4
2023-02-09,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.26,Miguel Sandoval,3
2023-02-10,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.18,Miguel Sandoval,3
2023-02-13,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.42,Miguel Sandoval,4
2023-02-14,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.02,Miguel Sandoval,3
2023-02-15,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.26,Miguel Sandoval,3
2023-02-16,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.41,Miguel Sandoval,4
2023-02-17,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,2.79,Miguel Sandoval,2
2023-02-20,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.18,Miguel Sandoval,3
2023-02-21,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.1,Miguel Sandoval,3
2023-02-22,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.4,Miguel Sandoval,4
2023-02-23,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.14,Miguel Sandoval,3
2023-02-24,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,2.79,Miguel Sandoval,2
2023-02-27,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.56,Miguel Sandoval,4
2023-02-28,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.15,Miguel Sandoval,3
2023-03-01,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.4,Miguel Sandoval,4
2023-03-02,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.42,Miguel Sandoval,4
2023-03-03,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.44,Miguel Sandoval,4
2023-03-06,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.16,Miguel Sandoval,3
2023-03-07,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,2.75,Miguel Sandoval,2
2023-03-08,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.08,Miguel Sandoval,3
2023-03-09,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.33,Miguel Sandoval,4
2023-03-10,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.41,Miguel Sandoval,4
2023-03-13,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,0.65,Miguel Sandoval,1
2023-03-14,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,0.65,Miguel Sandoval,1
2023-03-15,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.67,Miguel Sandoval,4
2023-03-16,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.66,Miguel Sandoval,4
2023-03-17,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.17,Miguel Sandoval,5
2023-03-21,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.2,Miguel Sandoval,5
2023-03-22,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.62,Miguel Sandoval,5
2023-03-23,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.08,Miguel Sandoval,5
2023-03-24,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.15,Miguel Sandoval,5
2023-03-27,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.9,Miguel Sandoval,5
2023-03-28,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.62,Miguel Sandoval,5
2023-03-29,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.09,Miguel Sandoval,5
2023-03-30,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.52,Miguel Sandoval,5
2023-03-31,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.42,Miguel Sandoval,5
2023-04-03,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.76,Miguel Sandoval,5
2023-04-04,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.3,Miguel Sandoval,5
2023-04-05,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.19,Miguel Sandoval,5
2023-04-06,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.96,Miguel Sandoval,5
2023-04-10,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.45,Miguel Sandoval,5
2023-04-11,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.12,Miguel Sandoval,5
2023-04-12,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.16,Miguel Sandoval,5
2023-04-13,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,0.65,Miguel Sandoval,1
2023-04-14,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,0.65,Miguel Sandoval,1
2023-04-17,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.52,Miguel Sandoval,4
2023-04-18,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.16,Miguel Sandoval,3
2023-04-19,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.0,Miguel Sandoval,3
2023-04-20,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,2.99,Miguel Sandoval,3
2023-04-21,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,2.77,Miguel Sandoval,2
2023-04-24,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.15,Miguel Sandoval,3
2023-04-25,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.15,Miguel Sandoval,3
2023-04-26,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.38,Miguel Sandoval,4
2023-04-27,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,2.9,Miguel Sandoval,3
2023-04-28,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,2.8,Miguel Sandoval,2
2023-05-02,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.11,Miguel Sandoval,3
2023-05-03,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,2.75,Miguel Sandoval,2
2023-05-04,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,2.92,Miguel Sandoval,3
2023-05-05,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,2.66,Miguel Sandoval,2
2023-05-08,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.23,Miguel Sandoval,3
2023-05-09,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,0.65,Miguel Sandoval,1
2023-05-10,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,0.65,Miguel Sandoval,1
2023-05-11,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.23,Miguel Sandoval,5
2023-05-12,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.07,Miguel Sandoval,5
2023-05-15,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.61,Miguel Sandoval,5
2023-05-16,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.95,Miguel Sandoval,5
2023-05-17,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.88,Miguel Sandoval,5
2023-05-18,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.87,Miguel Sandoval,5
2023-05-19,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.04,Miguel Sandoval,5
2023-05-22,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.42,Miguel Sandoval,5
2023-05-23,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.63,Miguel Sandoval,5
2023-05-24,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.19,Miguel Sandoval,5
2023-05-25,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.51,Miguel Sandoval,5
2023-05-26,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.65,Miguel Sandoval,4
2023-05-29,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.76,Miguel Sandoval,5
2023-05-30,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.31,Miguel Sandoval,5
2023-05-31,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.24,Miguel Sandoval,5
2023-06-01,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.65,Miguel Sandoval,4
2023-06-02,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.52,Miguel Sandoval,5
2023-06-05,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.57,Miguel Sandoval,5
2023-06-06,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.49,Miguel Sandoval,5
2023-06-07,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.21,Miguel Sandoval,5
2023-06-08,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.54,Miguel Sandoval,5
2023-06-09,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.67,Miguel Sandoval,4
2023-06-12,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.85,Miguel Sandoval,5
2023-06-13,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.98,Miguel Sandoval,5
2023-06-14,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.65,Miguel Sandoval,5
2023-06-15,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.66,Miguel Sandoval,4
2023-06-16,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,4.42,Miguel Sandoval,5
2023-06-19,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,0.65,Miguel Sandoval,1
2023-06-20,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,0.65,Miguel Sandoval,1
2023-06-21,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.61,Miguel Sandoval,4
2023-06-22,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,2.85,Miguel Sandoval,2
2023-06-23,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,2.93,Miguel Sandoval,3
2023-06-26,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.05,Miguel Sandoval,3
2023-06-27,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.03,Miguel Sandoval,3
2023-06-28,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.52,Miguel Sandoval,4
2023-06-29,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.19,Miguel Sandoval,3
2023-06-30,Pedro Aguayo,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EDUSYS,CATPRO,Jurassic Bark,3.45,Miguel Sandoval,4
2023-02-02,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,0.0,Miguel Sandoval,0
2023-02-03,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,0.0,Miguel Sandoval,0
2023-02-07,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,3.3,Miguel Sandoval,4
2023-02-08,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.78,Miguel Sandoval,2
2023-02-09,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.94,Miguel Sandoval,3
2023-02-10,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,3.29,Miguel Sandoval,3
2023-02-13,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.88,Miguel Sandoval,2
2023-02-14,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,3.24,Miguel Sandoval,3
2023-02-15,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.57,Miguel Sandoval,2
2023-02-16,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.55,Miguel Sandoval,2
2023-02-17,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.63,Miguel Sandoval,2
2023-02-20,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,3.41,Miguel Sandoval,4
2023-02-21,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,3.16,Miguel Sandoval,3
2023-02-22,Lucía Morales,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.52,Miguel Sandoval,2
2023-02-20,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.56,Miguel Sandoval,2
2023-02-21,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,1.92,Miguel Sandoval,1
2023-02-22,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.38,Miguel Sandoval,1
2023-02-23,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.17,Miguel Sandoval,1
2023-02-24,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,1.95,Miguel Sandoval,1
2023-02-27,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.1,Miguel Sandoval,1
2023-02-28,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.04,Miguel Sandoval,1
2023-03-01,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.63,Miguel Sandoval,2
2023-03-02,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,1.99,Miguel Sandoval,1
2023-03-03,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.75,Miguel Sandoval,2
2023-03-06,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.15,Miguel Sandoval,1
2023-03-07,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.17,Miguel Sandoval,1
2023-03-08,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.33,Miguel Sandoval,1
2023-03-09,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.28,Miguel Sandoval,1
2023-03-10,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.31,Miguel Sandoval,1
2023-03-13,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.07,Miguel Sandoval,1
2023-03-14,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.59,Miguel Sandoval,2
2023-03-15,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.05,Miguel Sandoval,1
2023-03-16,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.01,Miguel Sandoval,1
2023-03-17,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.31,Miguel Sandoval,1
2023-03-21,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.42,Miguel Sandoval,1
2023-03-22,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.59,Miguel Sandoval,2
2023-03-23,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.04,Miguel Sandoval,1
2023-03-24,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.26,Miguel Sandoval,1
2023-03-27,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.44,Miguel Sandoval,1
2023-03-28,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.72,Miguel Sandoval,2
2023-03-29,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.53,Miguel Sandoval,2
2023-03-30,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.68,Miguel Sandoval,2
2023-03-31,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,0.0,Miguel Sandoval,0
2023-04-03,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,0.0,Miguel Sandoval,0
2023-04-04,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,3.3,Miguel Sandoval,4
2023-04-05,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,3.69,Miguel Sandoval,4
2023-04-06,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,3.05,Miguel Sandoval,3
2023-04-10,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,3.04,Miguel Sandoval,3
2023-04-11,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,3.22,Miguel Sandoval,3
2023-04-12,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,3.27,Miguel Sandoval,3
2023-04-13,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,2.95,Miguel Sandoval,3
2023-04-14,Sergio Castro,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EDUSYS,CATPRO,Jurassic Bark,3.47,Miguel Sandoval,4
